Concurso,Data Sorteio,1ª Dezena,2ª Dezena,3ª Dezena,4ª Dezena,5ª Dezena,6ª Dezena,Arrecadacao_Total,Ganhadores_Sena,Cidade,UF,Rateio_Sena,Ganhadores_Quina,Rateio_Quina,Ganhadores_Quadra,Rateio_Quadra,Acumulado,Valor_Acumulado,Estimativa_Prêmio,Acumulado_Mega_da_Virada
1042,24/01/2009,13,18,25,30,46,51,0,0, , ,0,79,"13627,16",4761,"226,12",SIM,"1983110,38",4500000,"4619727,32"
1043,28/01/2009,14,21,25,48,51,60,0,0, , ,0,35,"33115,91",3197,"362,55",SIM,"4118214,61",7000000,"4924742,23"
1044,31/01/2009,10,11,13,35,39,58,0,0, , ,0,79,"17589,08",6346,"218,96",SIM,"15945179,95",20000000,"5290409,89"
1045,04/02/2009,1,5,6,17,31,50,0,0, , ,0,102,"17541,75",8623,"207,5",SIM,"19241182,43",23000000,"5761267,4"
1046,07/02/2009,28,40,42,54,55,57,"35145764,5",1,,SC ,"23031543,81",49,"41992,34",4875,"422,08",NÃO,0,1500000,"6302747,62"
1047,11/02/2009,1,2,8,10,14,48,0,0, , ,0,148,"6309,4",8110,"115,14",SIM,"1720141,14",3500000,"6548482,08"
1048,14/02/2009,3,16,21,28,38,57,0,1,,SP ,"3901088,76",70,"16913,47",4990,"237,26",NÃO,0,1700000,"6860046,04"
1049,18/02/2009,2,5,17,29,34,52,0,1,,SP ,"1636050,81",143,"6210,78",6295,"141,09",NÃO,0,10000000,"7093767,61"
1050,21/02/2009,14,24,26,33,45,60,0,0, , ,0,66,"18549,47",4590,"266,73",SIM,"10189998,98",12000000,"7415942,68"
1051,25/02/2009,7,10,11,13,43,57,0,0, , ,0,66,"11893,94",5281,"148,65",SIM,"11636051,15",14000000,"7622521,57"
1052,28/02/2009,8,11,15,16,52,57,"27092243,5",1,,RJ ,"14557865,34",77,"20599,07",5743,"276,18",NÃO,0,1500000,"8039923,61"
1053,04/03/2009,15,27,34,42,49,53,0,1,,RS ,"1629650,34",112,"7898,82",4385,"201,75",NÃO,0,1500000,"8272730,82"
1054,07/03/2009,13,14,18,27,41,60,0,0, , ,0,37,"26092,87",3567,"270,66",SIM,"8083746,3",10000000,"8526792,98"
1055,11/03/2009,12,15,16,20,27,32,0,2,,SP ,"5273833,35",86,"15552,99",6311,"211,94",NÃO,0,1500000,"8878781,62"
,,,,,,,,,,,SP ,,,,,,,,,
1056,14/03/2009,6,8,38,50,53,59,0,1,,DF ,"1872397,32",23,"44193,23",2350,"432,53",NÃO,0,1600000,"9146266,97"
1057,18/03/2009,2,3,4,15,49,59,0,0, , ,0,46,"18772,07",3923,"220,12",SIM,"1590685,29",3000000,"9373507,73"
1058,21/03/2009,18,20,24,45,51,57,0,1,,BA ,"3671709,67",50,"22593,98",3853,"293,2",NÃO,0,1800000,"9670796,94"
1059,25/03/2009,1,12,14,16,37,45,0,1,,SP ,"1600783,97",63,"13793,6",4089,"212,52",NÃO,0,8000000,"9899480,38"
1060,28/03/2009,1,3,16,18,41,42,0,1,,PR ,"8287163,48",60,"20333,07",5220,"233,71",NÃO,0,1500000,"10220528,85"
1061,01/04/2009,9,21,23,30,41,56,0,0, , ,0,29,"29790,04",2579,"334,98",SIM,"1591415,12",3500000,"10447873,88"
1062,04/04/2009,2,8,23,33,37,55,0,0, , ,0,114,"9967,04",6442,"176,38",SIM,"3684492,68",6000000,"10746884,98"
1063,08/04/2009,1,22,44,47,49,50,0,0, , ,0,68,"17776,43",4202,"287,67",SIM,"5911224,82",8000000,"11064989,58"
1064,11/04/2009,4,16,19,28,29,49,0,0, , ,0,74,"15699,66",5517,"210,58",SIM,"14524789,16",17000000,"11370719,78"
1065,15/04/2009,7,19,30,39,43,57,0,0, , ,0,72,"23596,92",6501,"261,34",SIM,"17654485,48",21000000,"11817819,26"
1066,18/04/2009,6,10,25,32,43,49,0,0, , ,0,115,"18205,45",8153,"256,79",SIM,"21511165,79",25000000,"12368773,61"
1067,22/04/2009,4,10,14,25,28,56,0,0, , ,0,172,"11762,29",10795,"267,73",SIM,"25237954,47",30000000,"12901172,01"
1068,25/04/2009,25,27,44,47,48,57,0,0, , ,0,146,"19264,05",10795,"372,2",SIM,"30418969,33",36000000,"13641317,01"
1069,29/04/2009,9,17,28,45,49,53,0,1,,RJ ,"36400425,15",275,"11807,55",16287,"284,8",NÃO,0,17000000,"14495810,71"
1070,02/05/2009,5,8,16,23,41,53,0,2,,DF ,"8120833,45",302,"4478,33",8729,"221,34",NÃO,0,1500000,"14851720,31"
,,,,,,,,,,,SP ,,,,,,,,,
1071,06/05/2009,5,7,37,43,53,54,0,0, , ,0,56,"17508,53",3846,"364,19",SIM,"1806143,13",4000000,"15109740,78"
1072,09/05/2009,9,18,19,43,47,54,0,0, , ,0,47,"27186,35",4915,"371,38",SIM,"4159908,54",7000000,"15445992,99"
1073,13/05/2009,8,25,32,34,36,44,0,0, , ,0,66,"20356,35",5305,"361,79",SIM,"6634811,63",9000000,"15799550,59"
1074,16/05/2009,3,10,23,29,47,50,0,0, , ,0,111,"13830,94",7099,"308,94",SIM,"16976970,12",20000000,"16203559,66"
1075,20/05/2009,10,12,16,21,39,53,0,0, , ,0,119,"15845,68",7179,"375,22",SIM,"20450510,01",25000000,"16699779,66"
1076,23/05/2009,4,10,19,32,33,42,0,0, , ,0,102,"21442,45",8656,"360,96",SIM,"24479432,11",30000000,"17275339,96"
1077,27/05/2009,5,6,9,11,18,37,41658547,2,BELO HORIZONTE ,MG ,"14486088,42",300,"8129,73",19219,"181,28",NÃO,0,2000000,"17917160,64"
,,,,,,,,,,SÃO PAULO ,SP ,,,,,,,,,
1078,30/05/2009,3,6,34,41,43,45,"18069091,25",0, , ,0,47,"22507,73",3645,"414,6",SIM,"1948695,28",4000000,"18195545,69"
1079,03/06/2009,5,12,24,28,36,37,"19331149,25",1,INDAIATUBA ,SP ,"4033499,58",150,"7545,01",8339,"193,88",NÃO,0,12000000,"18493374,9"
1080,06/06/2009,11,18,20,34,41,56,"24493897,75",0, , ,0,59,"24305,19",4152,"493,39",SIM,"12716777,49",16000000,"18870745,01"
1081,10/06/2009,9,16,24,29,52,56,"30459672,25",0, , ,0,109,"16360,33",7213,"353,18",SIM,"16001758,39",20000000,19340028
1082,13/06/2009,4,17,38,40,50,55,"31139440,5",0, , ,0,63,"28937,66",5460,"476,99",SIM,"19360050,18",23000000,"19819783,99"
1083,17/06/2009,10,20,23,28,42,43,"38208360,75",0, , ,0,70,"31956,08",6647,"480,75",SIM,"23480703,04",28000000,"20408448,69"
1084,20/06/2009,5,20,29,33,40,59,"42873020,75",0, , ,0,108,"23240,93",7731,"463,81",SIM,"39437088,95",45000000,"21068980,41"
1085,24/06/2009,12,21,39,40,50,55,"60876961,25",0, , ,0,81,"44000,86",7674,"663,47",SIM,"46002479,88",55000000,"22006893,41"
1086,27/06/2009,2,4,6,10,23,45,"89142866,75",4,IBIRITÉ ,MG ,"13904065,2",954,"5470,55",52159,"142,93",NÃO,0,2000000,"23380290,7"
,,,,,,,,,,LONDRINA ,PR ,,,,,,,,,
,,,,,,,,,,LEME ,SP ,,,,,,,,,
,,,,,,,,,,SÃO BERNARDO DO CAMPO ,SP ,,,,,,,,,
1087,01/07/2009,3,20,28,32,36,46,"20190770,25",0, , ,0,58,"20380,65",4426,"381,53",SIM,"2177511,76",4000000,"23691363,83"
1088,04/07/2009,6,24,31,35,42,57,"25640480,25",0, , ,0,78,"19245,3",5886,"364,33",SIM,"4942757,79",8000000,"24086398,99"
1089,08/07/2009,2,18,20,32,37,48,"27422916,5",0, , ,0,93,"17263,31",6101,"375,93",SIM,"23035860,57",27000000,"24508895,6"
1090,11/07/2009,9,20,24,36,40,42,"38322847,5",0, , ,0,175,"12820,74",10325,"310,42",SIM,"27168860,47",32000000,"25099324,18"
1091,15/07/2009,17,23,24,27,49,56,"46937052,75",0, , ,0,146,"18821,58",12471,"314,78",SIM,"32230875,61",38000000,"25822469,22"
1092,18/07/2009,1,9,30,33,34,40,"56228327,75",0, , ,0,130,"25322,41",11224,"418,98",SIM,"38294925,87",45000000,"26688762,13"
1093,22/07/2009,19,23,27,38,41,49,"70710811,5",0, , ,0,299,"13845,47",18464,"320,29",SIM,"45920866,95",56000000,"27778182,3"
1094,25/07/2009,9,10,21,36,41,48,"92189270,25",1,RIO DE JANEIRO ,RJ ,"55863193,02",211,"25579,45",18534,"416,01",NÃO,0,25000000,"29198514,62"
1095,29/07/2009,10,16,21,23,27,36,"35408194,5",0, , ,0,168,"12339,22",10462,"283,06",SIM,"24452986,89",29000000,"29744038,01"
1096,01/08/2009,3,13,14,16,41,52,"46234424,25",0, , ,0,102,"26537,4",9766,"395,95",SIM,"29439225,73",35000000,"30456357,86"
1097,05/08/2009,1,17,21,33,48,56,"50705642,75",1,SANTOS ,SP ,"34907671,59",242,"12266,88",13115,"323,35",NÃO,0,2000000,"31237564,43"
1098,08/08/2009,11,20,21,30,50,52,"24632326,25",1,BELÉM ,PA ,"2656519,77",49,"29430,83",3434,"599,92",NÃO,0,2500000,"31617067,26"
1099,12/08/2009,14,31,35,38,44,55,"21735883,75",0, , ,0,42,"30298,5",3392,"535,94",SIM,"14459242,92",17000000,"31951945,49"
1100,15/08/2009,7,17,18,33,41,42,"34452773,25",0, , ,0,119,"16950,03",10353,"278,32",SIM,"18174867,35",23000000,"32482748,98"
1101,19/08/2009,6,7,10,12,24,57,38343704,1,GUARATINGUETA ,SP ,"22310116,55",284,"7904,4",17901,"179,14",NÃO,0,2000000,"33073498,88"
1102,22/08/2009,9,11,23,35,46,51,"22023282,75",0, , ,0,83,"15534,5",5695,"323,43",SIM,"2375142,54",5000000,"33412804,97"
1103,26/08/2009,10,19,28,41,55,56,"23717776,25",0, , ,0,47,29544,5696,"348,25",SIM,"4933030,92",8000000,"33778217,62"
1104,29/08/2009,2,3,6,35,49,58,28992726,0, , ,0,95,"17867,29",6982,"347,29",SIM,"18060804,99",21000000,"34224899,83"
1105,02/09/2009,1,15,28,43,50,57,35396452,1,TERRA ROXA ,PR ,"21878202,24",135,"15350,38",7144,"414,39",NÃO,0,2000000,"34770242,31"
1106,05/09/2009,4,15,43,47,50,60,"20175874,25",0, , ,0,37,"31924,48",3139,"537,57",SIM,"2175905,27",5000000,"35081085,93"
1107,09/09/2009,3,9,20,36,53,54,21516050,0, , ,0,85,"14819,61",6294,"285,91",SIM,"4496344,33",7000000,"35412577,23"
1108,12/09/2009,7,9,39,43,44,60,29595212,0, , ,0,71,"24403,73",5791,"427,42",SIM,"7688095,88",12000000,"35868541,75"
1109,16/09/2009,6,8,11,14,29,52,30862658,0, , ,0,141,"12814,67",8371,"308,35",SIM,"20340725,12",24000000,"36344033,43"
1110,19/09/2009,6,14,26,28,42,45,40292586,2,Curitiba ,PR ,"12343077,59",217,"10870,72",11277,"298,83",NÃO,0,2000000,"36964809,17"
,,,,,,,,,,PORTO ALEGRE ,RS ,,,,,,,,,
1111,23/09/2009,4,9,25,32,33,43,19480656,1,SÃO CAETANO DO SUL ,SP ,"2100928,15",52,"21932,77",5266,"309,39",NÃO,0,2000000,"37264941,78"
1112,26/09/2009,4,32,34,43,52,58,20626242,0, , ,0,43,"28083,09",3283,"525,46",SIM,"2224476,04",5000000,"37582724,09"
1113,30/09/2009,3,6,29,36,47,59,22419202,2,PARAUAPEBAS ,PA ,"2321158,61",82,"16006,62",5947,"315,29",NÃO,0,2000000,"37928129,99"
,,,,,,,,,,AMPARO ,SP ,,,,,,,,,
1114,03/10/2009,3,15,16,22,25,54,21424482,1,ITUPEVA ,SP ,"2310563,74",65,"19297,02",5054,"354,54",NÃO,0,11000000,"38258210,54"
1115,07/10/2009,18,30,37,41,44,50,25131470,0, , ,0,26,"56589,75",3005,"699,46",SIM,"11132729,77",14000000,"38645403,53"
1116,10/10/2009,4,9,13,17,20,47,31648022,1,Florianópolis ,SC ,"14545870,49",259,"7153,85",14186,"186,58",NÃO,0,2000000,"39132995,07"
1117,14/10/2009,1,6,17,27,35,40,16153514,0, , ,0,36,"26269,86",3143,"429,85",SIM,"1742106,23",4000000,"39381867,4"
1118,17/10/2009,8,20,21,43,44,55,22874788,0, , ,0,30,"44640,5",2965,"645,24",SIM,"4209080,96",7000000,"39734292,39"
1119,21/10/2009,10,34,41,44,45,54,22981012,0, , ,0,22,"61156,09",2684,"716,11",SIM,"14740142,18",18000000,"40088353,92"
1120,24/10/2009,7,35,40,44,50,55,33081040,0, , ,0,63,"30741,97",4116,"672,2",SIM,"18307829,45",22000000,"40598023,55"
1121,28/10/2009,4,17,18,54,56,59,34452964,1,SÃO PAULO ,SP ,"22023474,44",94,"21458,13",6105,"471,99",NÃO,0,2000000,"41128829,98"
1122,31/10/2009,26,44,46,49,55,56,19222788,0, , ,0,20,"56270,34",2425,"662,97",SIM,"2073117,88",4000000,"41424989,69"
1123,04/11/2009,4,14,19,39,45,60,18010282,0, , ,0,51,"20674,9",3386,"444,86",SIM,"4015470,76",6000000,"41702468,69"
1124,07/11/2009,7,11,16,18,33,49,25236404,0, , ,0,122,"12110,47",7528,"280,37",SIM,"15550005,71",20000000,"42091278,37"
1125,11/11/2009,3,7,29,33,42,56,32858866,1,RIO DE JANEIRO ,RJ ,"19093732,19",263,"7314,59",11744,234,NÃO,0,2500000,"42597525,04"
1126,14/11/2009,4,31,42,52,57,59,19735086,0, , ,0,21,"55019,03",2186,"755,06",SIM,"2128367,63",5000000,"42901577,57"
1127,18/11/2009,5,8,14,24,29,30,20985848,3,RIO DE JANEIRO ,RJ ,"1463875,35",152,"8083,07",7135,"245,99",NÃO,0,2000000,"43224900,21"
,,,,,,,,,,PORTO ALEGRE ,RS ,,,,,,,,,
,,,,,,,,,,SÃO BERNARDO DO CAMPO ,SP ,,,,,,,,,
1128,21/11/2009,8,16,24,39,52,60,17652896,1,SETE LAGOAS ,MG ,"1903809,92",43,"24034,81",3389,"435,65",NÃO,0,2000000,"43496873,07"
1129,25/11/2009,12,17,19,32,47,55,16567972,0, , ,0,75,"12933,06",4068,"340,63",SIM,"9094554,71",12000000,"43752130,84"
1130,28/11/2009,5,18,23,32,49,54,27408748,0, , ,0,279,"5751,46",9245,"247,95",SIM,"12050502,92",15000000,"44174409,16"
1131,02/12/2009,1,8,16,34,36,49,34001962,0, , ,0,119,"16728,24",7753,"366,8",SIM,"15717508,75",20000000,"44698267,16"
1132,05/12/2009,12,27,30,33,52,55,38359728,0, , ,0,104,"21594,12",7799,"411,36",SIM,"19854486,1",24000000,"45289263,93"
1133,09/12/2009,5,10,16,21,39,58,37311790,1,Montes Claros ,MG ,"23878446,59",111,"19679,6",8648,"360,84",NÃO,0,2500000,"45864115,44"
1134,12/12/2009,9,22,29,36,51,56,21551532,0, , ,0,53,"23806,49",3770,"478,11",SIM,"13077964,72",16000000,"46196153,41"
1135,16/12/2009,4,5,6,19,23,39,29603144,1,VITÓRIA ,ES ,"16270571,71",127,"13646,69",9233,"268,15",NÃO,0,2000000,"46652240,14"
1136,19/12/2009,7,31,32,34,37,43,21230956,0, , ,0,41,"30316,49",4242,"418,59",SIM,"2289692,56",5000000,"46979339,1"
1137,22/12/2009,19,21,25,28,43,50,14493008,0, , ,0,33,"25712,12",2763,"438,7",SIM,"3852718,38",6000000,"47202628,51"
1138,24/12/2009,2,4,15,18,25,36,19145820,0, , ,0,118,"9499,16",6796,"235,62",SIM,"5917535,51",7500000,"47497602,38"
1139,26/12/2009,9,28,31,36,37,42,13557048,0, , ,0,25,"31748,14",2049,"553,37",SIM,"61731493,11",120000000,"61731493,11"
1140,31/12/2009,10,27,40,46,49,58,435346884,2,BRASÍLIA ,DF ,"72450747,46",734,"34724,23",55988,"650,33",NÃO,0,1500000,0
,,,,,,,,,,SANTA RITA DO PASSA QUATRO ,SP ,,,,,,,,,
1141,02/01/2010,9,37,40,50,58,60,5610856,0, , ,0,6,"54748,35",683,"687,07",SIM,"605113,35",2000000,"86444,79"
1142,06/01/2010,3,15,26,28,31,58,17301930,0, , ,0,66,"15347,72",3640,"397,54",SIM,"2471072,68",5000000,"353010,42"
1143,09/01/2010,3,30,35,44,47,60,21700966,0, , ,0,52,"24432,56",3686,"492,4",SIM,"4811454,35",7000000,"687350,67"
1144,13/01/2010,1,10,18,19,44,49,22142094,0, , ,0,92,"14090,42",6105,"303,33",SIM,"11724753,92",15000000,"1028487,25"
1145,16/01/2010,3,16,19,24,33,60,28855462,1,BRASÍLIA ,DF ,"14836725,73",129,"13095,79",8734,"276,31",NÃO,0,2000000,"1473054,66"
1146,20/01/2010,6,10,28,33,34,53,16304810,0, , ,0,53,"18010,8",3641,"374,53",SIM,"1758423,03",4000000,"1724257,97"
1147,23/01/2010,6,23,31,33,39,52,20872116,0, , ,0,30,"40732,25",3040,"574,23",SIM,"4009415,81",7000000,"2045828,37"
1148,27/01/2010,27,28,29,32,48,55,20929302,0, , ,0,37,"33116,63",3792,"461,61",SIM,"6266575,92",9000000,"2368279,83"
1149,30/01/2010,7,8,23,36,46,54,25751354,0, , ,0,91,"16567,3",6998,"307,76",SIM,"16684537,21",20000000,"2765023,19"
1150,03/02/2010,15,17,28,31,35,52,30139020,0, , ,0,58,"30422,46",5033,"500,83",SIM,"19934936,77",24000000,3229366
1151,06/02/2010,1,4,14,21,25,51,35293022,0, , ,0,101,"20457,88",7455,"395,94",SIM,"23741179,41",28000000,"3773114,97"
1152,10/02/2010,14,20,29,36,44,47,37101290,0, , ,0,99,"21940,52",6884,"450,75",SIM,"27742438,13",32000000,"4344723,37"
1153,13/02/2010,6,17,19,34,46,55,42232896,0, , ,0,148,"16706,38",9655,"365,84",SIM,"32297124,6",34000000,"4995392,88"
1154,17/02/2010,4,12,14,21,26,28,26100894,0, , ,0,141,"10837,51",8206,"266,02",SIM,"46695017,02",52000000,"5397521,51"
1155,20/02/2010,20,28,40,41,51,58,61880258,0, , ,0,76,"47668,53",6061,"853,89",SIM,"53368610,37",61000000,"6350892,01"
1156,24/02/2010,9,24,31,44,48,49,76877700,0, , ,0,210,"21432,57",15420,"416,97",SIM,"61659631,2",70000000,"7535323,58"
1157,27/02/2010,9,29,41,43,46,49,102544866,4,BRASÍLIA ,DF ,"18179694,01",248,"24207,8",19079,"449,52",NÃO,0,2500000,"9115201,42"
,,,,,,,,,,CONSELHEIRO LAFAIETE ,MG ,,,,,,,,,
,,,,,,,,,,JUNDIAÍ ,SP ,,,,,,,,,
,,,,,,,,,,SÃO PAULO ,SP ,,,,,,,,,
1158,03/03/2010,23,30,31,54,55,60,21846804,0, , ,0,38,"33658,71",2442,"748,23",SIM,"2356109,85",5000000,"9451788,55"
1159,06/03/2010,5,6,34,46,53,55,29453948,0, , ,0,72,"23949,93",7628,"322,94",SIM,"25368068,86",30000000,"9905576,66"
1160,10/03/2010,1,3,5,18,40,48,41908820,1,RECIFE ,PE ,"29887804,73",118,"20792,97",10504,"333,69",NÃO,0,2000000,"10551253,23"
1161,13/03/2010,4,7,42,47,48,51,22587152,0, , ,0,43,"30752,91",4214,"448,29",SIM,"2435954,08",5000000,"10899246,69"
1162,17/03/2010,18,22,25,30,31,41,23890622,0, , ,0,43,"32527,61",3308,"604,02",SIM,"5012483,34",8000000,"11267322,32"
1163,20/03/2010,5,17,31,47,51,53,28875932,0, , ,0,72,"23479,92",6107,"395,46",SIM,"8126662,78",12000000,"11712205,12"
1164,24/03/2010,6,14,17,26,40,49,29005080,0, , ,0,56,"30323,49",5145,"471,5",SIM,"21170174,38",25000000,"12159077,66"
1165,27/03/2010,20,40,42,52,54,60,38087576,0, , ,0,70,"31855,07",3923,812,SIM,"25277800,98",30000000,"12745881,47"
1166,31/03/2010,22,28,30,31,35,54,41027618,0, , ,0,86,27930,6211,"552,47",SIM,"29702501,97",35000000,"13377981,62"
1167,03/04/2010,20,28,43,51,52,56,39708236,0, , ,0,44,"52834,93",4342,"764,86",SIM,"33984911,71",39000000,"13989754,45"
1168,07/04/2010,4,5,20,47,53,56,50462180,0, , ,0,97,"30457,03",8380,"503,63",SIM,"39427100,86",47000000,"14767210,06"
1169,10/04/2010,1,11,14,23,42,48,62859000,1,TUPASSI ,PR ,"46206248,49",179,"20559,27",12185,"431,45",NÃO,0,19000000,"15735659,74"
1170,14/04/2010,11,13,27,34,46,49,31138258,1,RIO DE JANEIRO ,RJ ,"19095125,12",228,"7995,63",10746,"242,34",NÃO,0,2000000,"16215397,51"
1171,17/04/2010,3,10,13,30,41,57,22664280,0, , ,0,79,"16796,08",5610,"337,88",SIM,"2444272,09",5000000,"16564579,25"
1172,20/04/2010,6,12,28,43,52,56,18538888,0, , ,0,90,"12059,64",6438,"240,83",SIM,"4443633,49",7000000,"16850202,32"
1173,24/04/2010,5,7,24,25,36,47,28108632,0, , ,0,140,"11754,52",9619,"244,4",SIM,7475062,10000000,"17283263,55"
1174,28/04/2010,6,7,39,47,51,52,28791936,0, , ,0,38,"44358,87",4174,"576,91",SIM,"19341429,43",22000000,"17726852,25"
1175,30/04/2010,2,3,12,16,37,47,30584616,0, , ,0,77,"23254,42",6958,"367,63",SIM,"22639885,13",26000000,"18198060,21"
1176,05/05/2010,11,14,21,30,33,49,40516056,0, , ,0,102,"23255,21",7379,"459,22",SIM,"27009415,74",33000000,"18822278,89"
1177,08/05/2010,33,38,47,50,52,55,46418328,1,SÃO PAULO ,SP ,"32015488,03",78,"34840,8",6269,"619,27",NÃO,0,2000000,"19537432,09"
1178,12/05/2010,1,22,30,45,50,53,19655986,0, , ,0,27,"42621,06",2330,"705,56",SIM,"2119836,94",5000000,"19840265,97"
1179,15/05/2010,5,22,28,47,59,60,25567678,0, , ,0,99,"15119,91",5765,"370,92",SIM,"15909470,94",20000000,"20234179,49"
1180,19/05/2010,12,30,34,44,57,60,33176212,0, , ,0,70,"27747,38",5176,"536,07",SIM,"19487422,2",24000000,"20745315,4"
1181,22/05/2010,18,20,26,31,44,45,40659128,0, , ,0,67,"35528,46",5964,"570,18",SIM,"23872382,69",29000000,"21371738,34"
1182,26/05/2010,2,4,29,52,56,60,40959376,0, , ,0,82,"29243,72",7157,"478,64",SIM,"28289723,98",34000000,"22002787,1"
1183,29/05/2010,5,10,12,20,29,37,49002816,4,RIO DE JANEIRO ,RJ ,"8393631,32",545,"5264,03",21948,"186,73",NÃO,0,2500000,"22757758,73"
,,,,,,,,,,RIO DE JANEIRO ,RJ ,,,,,,,,,
,,,,,,,,,,SÃO BERNARDO DO CAMPO ,SP ,,,,,,,,,
,,,,,,,,,,SÃO PAULO ,SP ,,,,,,,,,
1184,02/06/2010,4,9,23,27,28,30,20256366,0, , ,0,134,"8850,14",7342,"230,75",SIM,"14661502,87",18000000,"23069842,46"
1185,05/06/2010,2,10,21,35,43,54,29288102,0, , ,0,96,"17861,3",5571,"439,69",SIM,"17820133,57",22000000,"23521075,43"
1186,09/06/2010,7,8,12,13,15,41,36225720,1,SÃO PAULO ,SP ,"21726964,78",196,"10820,67",12126,"249,85",NÃO,0,1500000,"24079194,19"
1187,12/06/2010,8,17,19,40,43,49,20990400,0, , ,0,42,"29259,35",4013,"437,46",SIM,"2263749,35",5000000,"24402586,97"
1188,16/06/2010,9,20,44,52,59,60,20701566,0, , ,0,32,"37874,46",3164,"547,21",SIM,"4496348,84",7000000,"24721529,75"
1189,19/06/2010,14,21,27,31,35,50,25805114,0, , ,0,44,"34335,73",4064,"531,06",SIM,"16296089,09",20000000,"25119101,38"
1190,23/06/2010,10,11,19,37,53,56,30752700,2,SÃO GONÇALO DO RIO ABAIXO ,MG ,"9806336,06",146,"12331,72",7261,"354,22",NÃO,0,2000000,"25592898,97"
,,,,,,,,,,CARLÓPOLIS ,PR ,,,,,,,,,
1191,26/06/2010,3,11,16,22,25,33,18169908,0, , ,0,138,"7708,45",6525,"232,89",SIM,"1959568,05",4000000,"25872837,29"
1192,30/06/2010,17,20,49,52,57,59,19450952,0, , ,0,34,"33493,09",2691,"604,53",SIM,"4057292,71",6500000,"26172512,25"
1193,03/07/2010,2,9,12,14,32,54,22466636,0, , ,0,72,"18268,32",5845,"321,47",SIM,"6480249,51",9000000,"26518648,95"
1194,07/07/2010,6,13,24,41,50,53,25291720,0, , ,0,54,"27420,66",4511,"468,92",SIM,"17080404,23",21000000,"26908310,87"
1195,10/07/2010,17,20,26,27,55,57,33032140,1,MOMBAÇA ,CE ,"20642817,77",63,"30696,54",4448,"621,1",NÃO,0,2000000,"27417227,11"
1196,14/07/2010,3,6,19,20,58,60,17725202,0, , ,0,85,"12208,59",5086,"291,48",SIM,"1911607,9",5000000,"27690313,98"
1197,17/07/2010,36,37,39,49,54,60,22316318,0, , ,0,35,"37329,11",2662,"701,14",SIM,"4318353,37",7000000,"28034134,77"
1198,21/07/2010,22,29,36,41,48,58,23482624,0, , ,0,52,"26438,48",3708,"529,66",SIM,"6850881,31",9500000,"28395924,5"
1199,24/07/2010,16,19,23,28,39,58,27352780,0, , ,0,71,"22554,66",5692,"401,91",SIM,"18200523,7",22000000,"28817340,54"
1200,28/07/2010,3,10,11,39,54,56,33518376,1,SÃO PAULO ,SP ,"21815376,29",91,"21564,27",6489,"432,01",NÃO,0,2000000,"29333748,06"
1201,31/07/2010,28,32,36,49,55,60,19058168,0, , ,0,67,"16653,27",3425,"465,38",SIM,"2055364,13",5000000,"29627371,53"
1202,04/08/2010,8,9,11,48,53,60,20920800,0, , ,0,63,"19441,55",4195,"417,1",SIM,"4311607,33",7000000,29949692
1203,07/08/2010,7,9,30,33,38,55,25095694,0, , ,0,99,"14840,8",6138,"341,95",SIM,"7018099,86",10000000,"30336333,81"
1204,11/08/2010,5,10,25,39,43,52,26275440,0, , ,0,95,"16192,71",6613,"332,31",SIM,"18316592,66",22000000,"30741151,6"
1205,14/08/2010,4,13,14,26,29,35,36208214,0, , ,0,141,"15034,23",9645,"313,97",SIM,"22221535,91",27000000,"31299000,65"
1206,18/08/2010,2,6,11,36,37,48,38590864,0, , ,0,112,"20172,5",8526,"378,55",SIM,"26383440,55",31000000,"31893558,47"
1207,21/08/2010,9,11,22,32,35,56,46011358,0, , ,0,108,"24942,19",8377,"459,37",SIM,"31345622,39",37000000,"32602441,61"
1208,25/08/2010,1,12,20,26,45,54,51832516,0, , ,0,125,"24276,47",9464,"458,06",SIM,"36935598,02",43000000,"33401009,57"
1209,28/08/2010,5,14,17,30,35,38,64118190,0, , ,0,251,"14955,49",16146,"332,13",SIM,"59900458,51",70000000,"34388859,2"
1210,01/09/2010,3,7,9,10,31,34,124600180,0, , ,0,993,"7346,2",57447,"181,4",SIM,"73338200,39",85000000,"36308536,62"
1211,04/09/2010,3,15,31,36,48,54,177888800,7,RIO DE JANEIRO ,RJ ,"13217564,89",981,"10616,29",44163,"336,88",NÃO,0,2000000,"39049215,76"
,,,,,,,,,,BOTUCATU ,SP ,,,,,,,,,
,,,,,,,,,,MANDURI ,SP ,,,,,,,,,
,,,,,,,,,,OSASCO ,SP ,,,,,,,,,
,,,,,,,,,,PRAIA GRANDE ,SP ,,,,,,,,,
,,,,,,,,,,Ribeirão Preto ,SP ,,,,,,,,,
,,,,,,,,,,SÃO PAULO ,SP ,,,,,,,,,
1212,08/09/2010,2,23,33,35,40,50,18443790,0, , ,0,28,"38564,29",2326,"663,18",SIM,"1989105,38",4000000,"39333373,68"
1213,11/09/2010,3,11,26,34,45,53,28112394,0, , ,0,111,"14827,5",6156,"381,93",SIM,"5020939,63",8000000,"39766492,87"
1214,15/09/2010,5,29,30,36,41,48,29803386,0, , ,0,87,"20055,78",6593,"378,07",SIM,"33917085,84",40000000,"40225664,67"
1215,18/09/2010,10,25,30,47,50,51,52992216,0, , ,0,144,"21544,81",10052,"440,91",SIM,"39632131,51",46000000,"41042099,78"
